SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION04319,Graduate,History,2024-09-20,43.34,18,Coding,2,Gave Up,True,1.1
SESSION04320,Undergraduate,Business,2025-04-05,14.8,5,Writing,4,Idea Drafted,False,3.8
SESSION04321,Undergraduate,Business,2025-04-15,57.76,17,Studying,5,Assignment Completed,True,4.0
SESSION04322,High School,Math,2025-06-02,15.58,4,Homework Help,3,Assignment Completed,True,3.2
SESSION04323,High School,Math,2024-12-26,12.57,3,Studying,4,Idea Drafted,True,4.7
SESSION04324,High School,Computer Science,2024-11-03,19.0,4,Writing,3,Idea Drafted,True,2.6
SESSION04325,Undergraduate,History,2024-09-20,12.82,2,Writing,5,Assignment Completed,True,5.0
SESSION04326,High School,Psychology,2024-12-08,14.21,2,Studying,5,Assignment Completed,True,5.0
SESSION04327,High School,Computer Science,2024-11-05,2.42,1,Homework Help,3,Assignment Completed,False,2.2
SESSION04328,High School,Psychology,2025-03-21,30.38,11,Coding,3,Idea Drafted,True,2.5
SESSION04329,Graduate,Engineering,2025-02-07,10.02,3,Studying,2,Assignment Completed,True,3.1
SESSION04330,Undergraduate,Math,2025-04-03,48.17,22,Writing,4,Idea Drafted,False,4.9
SESSION04331,Undergraduate,Biology,2024-11-20,2.88,1,Brainstorming,2,Assignment Completed,True,1.5
SESSION04332,Undergraduate,Math,2025-05-26,35.85,11,Homework Help,3,Assignment Completed,False,2.9
SESSION04333,Undergraduate,Math,2025-04-12,10.94,4,Writing,2,Idea Drafted,False,1.7
SESSION04334,Undergraduate,Psychology,2025-01-16,35.68,12,Homework Help,5,Assignment Completed,True,5.0
SESSION04335,Undergraduate,Psychology,2024-07-12,2.68,1,Writing,3,Assignment Completed,False,2.3
SESSION04336,High School,History,2024-12-20,8.06,3,Writing,4,Assignment Completed,True,3.2
SESSION04337,High School,History,2025-01-25,19.99,5,Homework Help,3,Assignment Completed,True,3.2
SESSION04338,Undergraduate,Computer Science,2024-11-07,10.57,2,Brainstorming,4,Assignment Completed,True,4.3
SESSION04339,Undergraduate,Math,2025-05-08,14.96,4,Writing,3,Assignment Completed,False,3.0
SESSION04340,Undergraduate,Computer Science,2025-02-25,9.18,4,Homework Help,4,Assignment Completed,True,4.5
SESSION04341,Undergraduate,Math,2024-08-28,15.93,3,Studying,4,Idea Drafted,True,3.1
SESSION04342,Undergraduate,Business,2024-11-14,48.74,16,Writing,3,Assignment Completed,True,3.1
SESSION04343,Undergraduate,Engineering,2024-10-04,12.33,3,Writing,5,Confused,False,3.8
SESSION04344,High School,Psychology,2025-01-09,54.35,13,Writing,3,Assignment Completed,True,2.9
SESSION04345,Undergraduate,Engineering,2024-08-30,27.21,8,Homework Help,5,Assignment Completed,True,3.9
SESSION04346,Graduate,Math,2024-10-22,24.27,8,Homework Help,3,Confused,False,3.6
SESSION04347,Graduate,Math,2024-08-12,21.32,4,Writing,3,Idea Drafted,True,2.9
SESSION04348,Undergraduate,Business,2024-08-10,7.33,2,Coding,2,Assignment Completed,False,1.0
SESSION04349,Undergraduate,Business,2025-03-11,73.03,21,Brainstorming,3,Idea Drafted,True,2.9
SESSION04350,High School,Computer Science,2025-01-26,16.47,7,Writing,3,Assignment Completed,True,2.8
SESSION04351,Undergraduate,Business,2025-03-20,2.72,1,Homework Help,4,Assignment Completed,False,3.4
SESSION04352,Undergraduate,Business,2025-04-11,13.5,2,Coding,4,Assignment Completed,True,4.5
SESSION04353,Undergraduate,Business,2024-09-22,5.62,1,Coding,4,Assignment Completed,False,4.2
SESSION04354,Graduate,Math,2025-01-05,16.68,7,Studying,2,Assignment Completed,True,2.1
SESSION04355,Undergraduate,Engineering,2024-10-27,29.72,8,Studying,3,Assignment Completed,True,2.8
SESSION04356,High School,Psychology,2025-05-31,24.17,9,Studying,5,Idea Drafted,True,5.0
SESSION04357,Undergraduate,History,2024-09-30,33.4,14,Writing,2,Assignment Completed,True,2.7
SESSION04358,Graduate,Math,2024-11-11,14.54,3,Writing,3,Assignment Completed,False,2.4
SESSION04359,Undergraduate,History,2025-04-29,17.97,3,Homework Help,4,Confused,True,4.7
SESSION04360,Graduate,History,2025-04-12,55.6,14,Coding,3,Confused,False,2.9
SESSION04361,Undergraduate,Engineering,2024-10-06,7.27,3,Studying,5,Idea Drafted,True,4.4
SESSION04362,Undergraduate,Business,2024-07-12,64.54,16,Brainstorming,4,Idea Drafted,False,5.0
SESSION04363,Graduate,Biology,2024-07-06,51.18,16,Coding,2,Idea Drafted,True,1.7
SESSION04364,Graduate,Psychology,2025-03-13,16.85,4,Writing,4,Assignment Completed,False,4.1
SESSION04365,Undergraduate,Biology,2024-12-07,14.54,3,Writing,4,Idea Drafted,True,4.6
SESSION04366,Undergraduate,History,2024-09-30,10.17,3,Studying,4,Confused,True,3.8
SESSION04367,Undergraduate,Biology,2024-10-20,23.07,7,Writing,4,Assignment Completed,True,3.6
SESSION04368,Graduate,Engineering,2025-03-04,14.47,4,Studying,4,Confused,False,4.9
SESSION04369,Undergraduate,Math,2024-11-13,34.45,9,Research,3,Assignment Completed,True,2.6
SESSION04370,Undergraduate,History,2024-10-12,20.92,6,Coding,4,Assignment Completed,True,4.8
SESSION04371,High School,Biology,2025-03-04,18.28,4,Writing,3,Gave Up,False,1.4
SESSION04372,Undergraduate,Psychology,2024-12-22,7.22,1,Writing,3,Assignment Completed,True,3.4
SESSION04373,Undergraduate,Math,2024-11-02,49.77,12,Brainstorming,2,Gave Up,False,2.4
SESSION04374,Undergraduate,Business,2025-04-07,42.28,19,Brainstorming,3,Idea Drafted,False,3.1
SESSION04375,Graduate,Biology,2024-08-19,17.89,4,Research,4,Idea Drafted,True,3.7
SESSION04376,Undergraduate,Biology,2025-05-27,16.86,5,Writing,3,Assignment Completed,True,2.3
SESSION04377,Undergraduate,Psychology,2024-09-08,36.94,13,Studying,2,Gave Up,True,3.1
SESSION04378,Undergraduate,Math,2025-05-18,3.69,1,Coding,5,Assignment Completed,False,4.9
SESSION04379,Undergraduate,History,2025-05-31,21.74,5,Coding,4,Assignment Completed,True,4.0
SESSION04380,Graduate,Engineering,2024-07-23,15.8,3,Writing,3,Idea Drafted,True,1.0
SESSION04381,Undergraduate,History,2024-08-06,45.19,9,Studying,4,Assignment Completed,True,2.6
SESSION04382,Undergraduate,Math,2024-08-17,2.99,1,Writing,2,Idea Drafted,False,1.4
SESSION04383,Undergraduate,Psychology,2024-09-07,2.71,1,Studying,4,Idea Drafted,False,3.3
SESSION04384,High School,Business,2024-08-22,40.65,12,Coding,2,Idea Drafted,True,1.9
SESSION04385,Undergraduate,Math,2025-06-21,6.22,2,Homework Help,1,Confused,False,1.0
SESSION04386,Undergraduate,Math,2025-03-27,32.54,7,Homework Help,2,Idea Drafted,True,1.6
SESSION04387,Undergraduate,Business,2024-12-14,53.89,14,Writing,4,Gave Up,True,3.9
SESSION04388,Graduate,Biology,2024-10-12,3.32,1,Studying,3,Assignment Completed,False,3.5
SESSION04389,Undergraduate,Biology,2025-04-18,24.46,6,Homework Help,3,Confused,False,2.8
SESSION04390,Undergraduate,Engineering,2025-01-18,9.02,3,Writing,3,Idea Drafted,False,2.9
SESSION04391,Undergraduate,Psychology,2025-02-17,4.47,1,Research,3,Idea Drafted,False,2.6
SESSION04392,Undergraduate,Biology,2025-04-17,14.34,4,Coding,4,Assignment Completed,False,3.9
SESSION04393,Undergraduate,Biology,2025-04-06,22.79,8,Homework Help,2,Assignment Completed,True,2.3
SESSION04394,Undergraduate,Computer Science,2025-04-03,11.36,2,Writing,5,Assignment Completed,True,3.8
SESSION04395,Undergraduate,Math,2024-12-31,6.3,2,Writing,2,Assignment Completed,True,2.2
SESSION04396,Undergraduate,Math,2025-03-15,13.34,5,Research,3,Idea Drafted,True,2.8
SESSION04397,Graduate,Engineering,2025-06-24,11.25,3,Homework Help,1,Assignment Completed,True,1.0
SESSION04398,High School,Computer Science,2025-02-20,18.81,3,Writing,4,Assignment Completed,False,3.1
SESSION04399,Undergraduate,Biology,2025-04-04,6.78,1,Coding,4,Gave Up,True,4.9
SESSION04400,Graduate,Math,2025-05-06,13.23,6,Writing,4,Gave Up,False,4.3
SESSION04401,Undergraduate,Math,2024-07-26,5.35,1,Homework Help,5,Assignment Completed,True,5.0
SESSION04402,Graduate,Math,2024-12-16,54.52,11,Homework Help,4,Assignment Completed,False,3.9
SESSION04403,Undergraduate,Engineering,2024-12-11,39.2,14,Writing,4,Assignment Completed,True,4.2
SESSION04404,Graduate,Biology,2025-06-08,5.99,1,Studying,2,Idea Drafted,False,2.9
SESSION04405,High School,Psychology,2025-04-20,1.91,1,Writing,2,Assignment Completed,True,2.3
SESSION04406,Graduate,Math,2024-11-25,21.55,8,Homework Help,3,Gave Up,False,2.5
SESSION04407,Undergraduate,Computer Science,2025-04-16,14.17,2,Coding,3,Confused,False,2.1
SESSION04408,Undergraduate,History,2024-09-12,33.84,9,Studying,3,Confused,True,3.4
SESSION04409,Graduate,Psychology,2024-09-26,14.07,5,Homework Help,4,Idea Drafted,True,4.4
SESSION04410,Undergraduate,History,2025-03-09,8.42,2,Coding,5,Assignment Completed,True,4.0
SESSION04411,Undergraduate,Psychology,2024-10-15,25.74,6,Writing,2,Idea Drafted,True,2.5
SESSION04412,Undergraduate,Biology,2025-03-01,6.52,1,Writing,3,Assignment Completed,True,3.0
SESSION04413,High School,Computer Science,2025-02-28,18.56,5,Writing,4,Assignment Completed,True,3.3
SESSION04414,Undergraduate,Computer Science,2025-03-14,13.26,5,Writing,3,Assignment Completed,True,3.3
SESSION04415,Undergraduate,Engineering,2025-04-08,10.17,4,Writing,4,Idea Drafted,True,3.3
SESSION04416,Undergraduate,Computer Science,2024-08-27,9.98,2,Coding,3,Confused,True,1.8
SESSION04417,Undergraduate,History,2024-12-31,11.53,2,Homework Help,5,Confused,True,4.3
SESSION04418,Undergraduate,Business,2024-08-28,22.18,4,Coding,5,Assignment Completed,True,4.9
SESSION04419,Undergraduate,Business,2024-07-05,0.74,1,Coding,5,Assignment Completed,True,4.5
SESSION04420,Graduate,History,2024-09-06,14.1,3,Studying,4,Confused,False,4.5
SESSION04421,High School,Business,2025-05-26,23.81,8,Studying,3,Confused,False,1.8
SESSION04422,Undergraduate,Biology,2025-05-13,6.81,1,Coding,4,Confused,False,3.5
SESSION04423,Undergraduate,Biology,2025-01-25,19.22,3,Homework Help,4,Confused,True,3.0
SESSION04424,Undergraduate,Business,2025-01-19,27.53,7,Studying,5,Idea Drafted,True,4.6
SESSION04425,Undergraduate,Computer Science,2024-11-18,4.39,1,Writing,4,Gave Up,False,5.0
SESSION04426,High School,Math,2025-03-17,12.46,4,Studying,3,Confused,False,2.6
SESSION04427,High School,Engineering,2024-08-28,16.97,3,Studying,4,Gave Up,False,2.6
SESSION04428,Undergraduate,Engineering,2025-05-08,10.15,2,Coding,3,Assignment Completed,True,5.0
SESSION04429,Undergraduate,Engineering,2024-07-22,50.88,14,Writing,3,Assignment Completed,True,3.1
SESSION04430,Graduate,Engineering,2025-06-07,32.6,9,Brainstorming,3,Assignment Completed,True,2.5
SESSION04431,Undergraduate,Psychology,2024-12-25,11.55,4,Studying,4,Idea Drafted,True,2.9
SESSION04432,Undergraduate,History,2024-11-08,26.76,12,Coding,4,Assignment Completed,True,3.7
SESSION04433,High School,Psychology,2025-03-28,17.72,8,Writing,5,Idea Drafted,True,5.0
SESSION04434,Undergraduate,Business,2024-06-28,7.24,3,Writing,3,Idea Drafted,False,1.1
SESSION04435,Undergraduate,Computer Science,2025-03-05,11.59,3,Writing,3,Assignment Completed,True,2.5
SESSION04436,Undergraduate,History,2025-01-20,23.44,7,Writing,3,Idea Drafted,False,3.6
SESSION04437,Undergraduate,Business,2024-07-17,21.87,5,Homework Help,3,Gave Up,False,2.7
SESSION04438,Undergraduate,Computer Science,2025-05-01,17.13,4,Writing,3,Confused,False,2.4
SESSION04439,Undergraduate,Computer Science,2025-05-18,22.33,5,Homework Help,5,Idea Drafted,True,5.0
SESSION04440,Graduate,Engineering,2024-07-20,5.53,1,Homework Help,4,Idea Drafted,True,3.7
SESSION04441,Undergraduate,Business,2025-02-14,79.4,18,Writing,3,Assignment Completed,False,2.8
SESSION04442,Undergraduate,Computer Science,2025-04-24,25.32,10,Coding,4,Confused,False,4.9
SESSION04443,Undergraduate,Engineering,2024-11-21,16.28,6,Coding,3,Confused,True,3.3
SESSION04444,Undergraduate,Computer Science,2024-09-27,24.18,4,Writing,5,Assignment Completed,False,3.8
SESSION04445,Undergraduate,History,2025-05-11,16.76,4,Writing,2,Assignment Completed,False,1.9
SESSION04446,Undergraduate,Math,2024-07-10,10.88,5,Homework Help,4,Assignment Completed,False,3.9
SESSION04447,Undergraduate,Business,2024-10-01,17.42,5,Writing,3,Idea Drafted,True,2.2
SESSION04448,Undergraduate,Engineering,2024-10-29,39.34,11,Writing,3,Idea Drafted,False,2.9
SESSION04449,Graduate,History,2025-03-28,14.89,3,Studying,2,Assignment Completed,True,1.9
SESSION04450,Graduate,Computer Science,2025-02-25,33.59,10,Studying,3,Idea Drafted,True,2.7
SESSION04451,Undergraduate,Computer Science,2024-09-07,13.53,3,Studying,2,Idea Drafted,True,2.7
SESSION04452,Undergraduate,Engineering,2024-07-06,22.03,10,Coding,3,Idea Drafted,True,3.2
SESSION04453,Undergraduate,History,2024-11-21,10.31,2,Coding,4,Assignment Completed,True,4.8
SESSION04454,High School,Biology,2025-02-15,14.56,2,Coding,2,Confused,True,1.9
SESSION04455,Undergraduate,Psychology,2025-04-27,12.18,2,Writing,2,Assignment Completed,False,2.0
SESSION04456,Undergraduate,Computer Science,2024-09-21,4.46,1,Coding,4,Idea Drafted,True,4.5
SESSION04457,High School,Biology,2024-10-28,7.15,1,Coding,4,Assignment Completed,False,4.5
SESSION04458,High School,Biology,2025-03-30,41.6,8,Research,4,Idea Drafted,True,4.9
SESSION04459,Undergraduate,Engineering,2025-01-21,4.24,1,Homework Help,3,Confused,True,2.9
SESSION04460,Graduate,Psychology,2025-01-05,22.16,5,Writing,3,Assignment Completed,True,4.2
SESSION04461,Undergraduate,Engineering,2025-05-12,13.27,3,Homework Help,3,Assignment Completed,False,2.9
SESSION04462,Undergraduate,Math,2024-08-19,15.56,3,Writing,5,Idea Drafted,False,4.5
SESSION04463,Undergraduate,Business,2024-10-05,20.24,7,Writing,4,Idea Drafted,True,5.0
SESSION04464,High School,Math,2025-02-21,1.21,1,Coding,3,Idea Drafted,True,2.6
SESSION04465,Graduate,Computer Science,2025-06-06,22.93,6,Homework Help,4,Gave Up,False,3.2
SESSION04466,Graduate,Psychology,2024-09-21,23.29,9,Homework Help,4,Idea Drafted,True,4.9
SESSION04467,High School,Biology,2024-10-30,16.05,4,Homework Help,3,Assignment Completed,False,3.0
SESSION04468,Undergraduate,Computer Science,2025-05-19,23.23,4,Writing,2,Gave Up,True,2.6
SESSION04469,Undergraduate,Computer Science,2024-09-21,40.0,15,Writing,3,Idea Drafted,False,2.2
SESSION04470,Undergraduate,Computer Science,2025-06-01,7.71,2,Homework Help,3,Assignment Completed,False,4.3
SESSION04471,High School,Math,2024-10-20,51.88,13,Homework Help,4,Gave Up,False,4.9
SESSION04472,Undergraduate,History,2024-06-28,54.3,11,Writing,4,Idea Drafted,True,3.4
SESSION04473,Undergraduate,History,2024-07-07,14.01,3,Writing,5,Assignment Completed,False,4.0
SESSION04474,Undergraduate,Math,2025-05-23,12.04,2,Studying,2,Confused,False,1.8
SESSION04475,Undergraduate,Math,2025-06-16,7.29,1,Studying,4,Assignment Completed,True,3.5
SESSION04476,Undergraduate,Business,2025-05-25,16.45,5,Writing,4,Assignment Completed,True,4.6
SESSION04477,Graduate,Biology,2025-03-22,29.56,10,Writing,3,Assignment Completed,False,2.6
SESSION04478,Graduate,Business,2025-04-25,9.87,2,Research,5,Assignment Completed,False,5.0
SESSION04479,Undergraduate,Computer Science,2025-02-25,14.52,4,Homework Help,4,Assignment Completed,False,3.9
SESSION04480,High School,Biology,2025-04-07,5.98,1,Studying,3,Idea Drafted,False,1.9
SESSION04481,Undergraduate,Engineering,2024-08-03,13.56,4,Studying,4,Assignment Completed,True,4.0
SESSION04482,Undergraduate,Psychology,2025-01-09,12.28,2,Coding,2,Assignment Completed,True,2.5
SESSION04483,Graduate,Engineering,2024-07-20,18.85,4,Coding,5,Assignment Completed,True,5.0
SESSION04484,Undergraduate,Biology,2025-03-28,12.49,6,Studying,2,Confused,False,1.8
SESSION04485,Undergraduate,Engineering,2025-05-28,6.15,3,Writing,5,Idea Drafted,True,5.0
SESSION04486,Undergraduate,Math,2024-11-24,37.17,7,Homework Help,2,Assignment Completed,True,2.8
SESSION04487,Undergraduate,History,2024-12-12,15.08,4,Research,4,Gave Up,False,5.0
SESSION04488,Undergraduate,History,2024-12-25,23.25,7,Coding,4,Assignment Completed,True,1.8
SESSION04489,Undergraduate,Computer Science,2025-01-06,18.05,4,Studying,5,Confused,False,5.0
SESSION04490,Undergraduate,Engineering,2024-10-13,8.29,2,Writing,3,Assignment Completed,True,2.7
SESSION04491,High School,Biology,2025-01-09,16.86,6,Homework Help,3,Idea Drafted,True,3.3
SESSION04492,High School,Psychology,2025-06-10,34.49,7,Writing,3,Confused,False,3.2
SESSION04493,Undergraduate,Psychology,2024-07-20,7.01,1,Writing,3,Assignment Completed,True,3.0
SESSION04494,Undergraduate,History,2025-05-17,3.42,1,Homework Help,4,Gave Up,False,4.0
SESSION04495,Undergraduate,Biology,2024-12-06,15.7,3,Coding,5,Assignment Completed,False,5.0
SESSION04496,Undergraduate,Biology,2024-11-05,4.35,1,Writing,2,Assignment Completed,True,1.0
SESSION04497,Undergraduate,Psychology,2024-08-29,15.63,3,Homework Help,3,Assignment Completed,True,2.6
SESSION04498,Undergraduate,Engineering,2024-10-10,19.73,4,Coding,5,Assignment Completed,True,5.0
SESSION04499,Graduate,Computer Science,2024-09-30,7.0,2,Homework Help,4,Confused,False,4.5
SESSION04500,High School,Computer Science,2024-09-30,54.03,16,Coding,4,Assignment Completed,False,4.3
SESSION04501,High School,Biology,2025-06-15,11.85,4,Coding,5,Confused,False,3.8
SESSION04502,Undergraduate,Computer Science,2025-03-11,3.94,1,Homework Help,4,Assignment Completed,True,3.8
SESSION04503,Undergraduate,Business,2024-11-10,20.05,7,Studying,4,Assignment Completed,True,3.7
SESSION04504,Undergraduate,Engineering,2024-10-03,6.77,1,Writing,4,Idea Drafted,True,2.5
SESSION04505,Graduate,Computer Science,2024-10-03,21.59,4,Homework Help,4,Confused,False,3.0
SESSION04506,Graduate,History,2024-12-07,7.22,1,Coding,4,Assignment Completed,True,4.8
SESSION04507,Undergraduate,Computer Science,2024-07-14,14.71,3,Homework Help,2,Gave Up,True,3.5
SESSION04508,High School,History,2025-05-10,63.65,13,Studying,3,Assignment Completed,True,3.7
SESSION04509,Undergraduate,Engineering,2025-01-16,11.37,4,Coding,3,Confused,False,3.2
SESSION04510,Undergraduate,Engineering,2024-09-13,9.27,2,Studying,5,Assignment Completed,False,5.0
SESSION04511,Undergraduate,Business,2025-05-08,17.25,3,Studying,4,Assignment Completed,True,2.6
SESSION04512,Undergraduate,Math,2025-01-17,25.17,11,Writing,4,Assignment Completed,False,5.0
SESSION04513,Graduate,Business,2025-05-31,40.13,13,Homework Help,3,Assignment Completed,False,1.0
SESSION04514,Undergraduate,History,2024-11-11,23.59,10,Homework Help,5,Assignment Completed,True,4.8
SESSION04515,Undergraduate,History,2025-03-18,16.78,3,Writing,5,Assignment Completed,True,4.3
SESSION04516,Undergraduate,Business,2024-07-19,8.1,2,Research,3,Idea Drafted,True,2.3
SESSION04517,Undergraduate,Biology,2024-12-25,8.61,1,Homework Help,3,Assignment Completed,False,3.3
SESSION04518,Undergraduate,Computer Science,2025-02-13,46.83,16,Writing,2,Idea Drafted,True,1.7
SESSION04519,Undergraduate,Engineering,2025-02-19,7.67,2,Coding,4,Confused,True,4.7
SESSION04520,Undergraduate,History,2024-09-16,12.7,3,Research,3,Idea Drafted,True,1.0
SESSION04521,High School,Math,2024-12-15,25.7,8,Studying,4,Assignment Completed,True,4.5
SESSION04522,Undergraduate,Psychology,2025-03-24,13.87,5,Coding,3,Assignment Completed,False,3.8
SESSION04523,Undergraduate,History,2025-04-24,36.75,15,Coding,5,Assignment Completed,True,4.5
SESSION04524,Undergraduate,Business,2025-01-24,23.22,9,Studying,2,Idea Drafted,True,1.0
SESSION04525,High School,Biology,2024-08-04,22.1,8,Homework Help,3,Assignment Completed,False,2.2
SESSION04526,Undergraduate,Business,2024-06-30,36.72,11,Writing,2,Assignment Completed,True,2.9
SESSION04527,Undergraduate,Psychology,2025-02-28,5.49,2,Writing,5,Assignment Completed,True,4.7
SESSION04528,Undergraduate,Psychology,2025-03-17,36.79,11,Studying,3,Assignment Completed,True,3.1
SESSION04529,Undergraduate,Computer Science,2025-03-03,30.83,9,Writing,2,Assignment Completed,True,3.1
SESSION04530,Graduate,Engineering,2025-04-13,22.83,9,Writing,2,Assignment Completed,True,2.2
SESSION04531,Undergraduate,Biology,2025-06-12,20.51,5,Writing,4,Assignment Completed,True,3.3
SESSION04532,Graduate,Psychology,2025-04-30,50.47,23,Homework Help,3,Confused,False,2.7
SESSION04533,Undergraduate,Computer Science,2025-04-01,37.63,13,Coding,4,Assignment Completed,True,3.9
SESSION04534,Undergraduate,History,2025-03-11,3.5,1,Coding,4,Assignment Completed,True,3.3
SESSION04535,Undergraduate,Computer Science,2024-10-26,15.96,4,Homework Help,4,Assignment Completed,True,4.5
SESSION04536,High School,Computer Science,2024-09-25,34.23,10,Homework Help,3,Idea Drafted,True,3.2
SESSION04537,Graduate,Computer Science,2025-02-28,24.54,6,Coding,3,Idea Drafted,True,3.3
SESSION04538,Undergraduate,Biology,2025-02-10,7.41,2,Coding,5,Assignment Completed,False,5.0
SESSION04539,Graduate,Psychology,2024-08-10,23.61,5,Writing,4,Confused,False,2.6
SESSION04540,High School,Psychology,2024-08-20,21.09,5,Research,4,Idea Drafted,True,5.0
SESSION04541,Undergraduate,Business,2025-01-18,26.64,9,Writing,4,Idea Drafted,False,3.9
SESSION04542,Undergraduate,Business,2024-12-18,10.93,2,Homework Help,2,Gave Up,False,1.0
SESSION04543,High School,History,2025-01-05,21.39,4,Studying,3,Assignment Completed,True,2.8
SESSION04544,Graduate,Computer Science,2025-01-09,29.61,13,Writing,4,Assignment Completed,True,4.1
SESSION04545,Undergraduate,Engineering,2025-03-07,25.58,7,Studying,4,Confused,True,3.8
SESSION04546,Undergraduate,Math,2024-10-01,13.95,2,Studying,4,Assignment Completed,False,2.8
SESSION04547,Undergraduate,History,2025-05-29,11.15,4,Studying,3,Assignment Completed,False,1.7
SESSION04548,Graduate,Business,2025-01-19,8.42,3,Homework Help,5,Assignment Completed,True,4.4
SESSION04549,Undergraduate,Biology,2025-04-05,8.34,2,Studying,3,Idea Drafted,True,2.8
SESSION04550,Graduate,Psychology,2024-11-20,16.97,3,Research,4,Assignment Completed,True,4.5
SESSION04551,Undergraduate,Biology,2025-05-02,16.56,3,Studying,5,Assignment Completed,False,4.6
SESSION04552,Undergraduate,Math,2025-02-20,2.81,1,Brainstorming,3,Idea Drafted,True,5.0
SESSION04553,High School,Engineering,2025-01-30,7.53,3,Studying,4,Idea Drafted,True,4.1
SESSION04554,Undergraduate,History,2025-02-03,5.54,1,Research,5,Confused,True,5.0
SESSION04555,Undergraduate,Computer Science,2024-12-06,14.76,7,Writing,5,Gave Up,False,4.7
SESSION04556,High School,Business,2025-02-06,8.63,3,Homework Help,2,Confused,False,1.2
SESSION04557,Undergraduate,Biology,2025-01-14,17.96,3,Coding,5,Idea Drafted,True,5.0
SESSION04558,High School,Engineering,2025-01-09,35.75,8,Studying,2,Idea Drafted,True,1.6
SESSION04559,Graduate,Engineering,2025-04-21,7.52,2,Homework Help,4,Idea Drafted,True,3.0
SESSION04560,Graduate,Math,2024-08-23,18.43,4,Writing,3,Gave Up,False,2.5
SESSION04561,High School,Computer Science,2025-06-02,44.5,13,Coding,2,Assignment Completed,True,1.9
SESSION04562,High School,Psychology,2025-06-03,5.22,1,Coding,3,Assignment Completed,True,3.7
SESSION04563,Graduate,Business,2025-04-16,67.53,22,Brainstorming,5,Confused,False,5.0
SESSION04564,Undergraduate,Business,2025-03-19,24.49,5,Homework Help,3,Confused,True,2.2
SESSION04565,High School,History,2025-02-11,12.79,5,Research,4,Confused,True,5.0
SESSION04566,Graduate,Math,2024-07-17,25.49,11,Writing,4,Assignment Completed,True,4.4
SESSION04567,High School,Math,2024-10-20,25.61,5,Homework Help,3,Assignment Completed,True,3.3
SESSION04568,Undergraduate,Math,2024-10-24,12.81,3,Writing,4,Assignment Completed,True,4.8
SESSION04569,Undergraduate,Business,2024-12-27,17.78,5,Homework Help,2,Gave Up,False,2.9
SESSION04570,Undergraduate,History,2025-02-03,45.29,22,Studying,4,Idea Drafted,False,3.8
SESSION04571,Undergraduate,History,2025-03-24,38.84,10,Studying,4,Idea Drafted,True,4.3
SESSION04572,High School,Computer Science,2024-08-14,9.79,1,Coding,4,Idea Drafted,True,3.4
SESSION04573,Graduate,Biology,2025-05-15,23.16,5,Coding,4,Assignment Completed,False,4.2
SESSION04574,Undergraduate,Engineering,2024-12-27,62.08,17,Coding,3,Assignment Completed,True,3.7
SESSION04575,High School,Engineering,2024-08-03,32.14,12,Research,2,Idea Drafted,True,1.8
SESSION04576,High School,Math,2024-10-08,42.07,9,Studying,4,Assignment Completed,True,3.5
SESSION04577,High School,History,2025-05-16,16.89,7,Writing,4,Confused,False,3.8
SESSION04578,High School,Engineering,2024-12-15,5.46,1,Homework Help,3,Confused,False,3.2
SESSION04579,Undergraduate,Engineering,2025-03-15,39.72,12,Coding,5,Assignment Completed,True,3.5
SESSION04580,Undergraduate,Biology,2024-08-16,19.02,4,Brainstorming,5,Idea Drafted,True,5.0
SESSION04581,Undergraduate,Biology,2024-09-30,26.57,6,Coding,4,Idea Drafted,True,1.9
SESSION04582,Graduate,Business,2024-11-17,15.96,3,Writing,2,Idea Drafted,True,2.4
SESSION04583,Undergraduate,Biology,2024-09-22,35.19,11,Coding,2,Assignment Completed,True,2.6
SESSION04584,Undergraduate,Computer Science,2024-07-08,67.62,26,Brainstorming,5,Idea Drafted,True,4.9
SESSION04585,Undergraduate,Engineering,2025-05-04,5.89,2,Writing,5,Idea Drafted,True,4.9
SESSION04586,Undergraduate,Business,2024-07-28,5.94,1,Homework Help,3,Confused,False,3.4
SESSION04587,Graduate,Psychology,2025-05-24,30.21,9,Writing,4,Idea Drafted,True,4.7
SESSION04588,Undergraduate,Engineering,2025-04-03,17.73,6,Homework Help,4,Confused,False,5.0
SESSION04589,Undergraduate,Math,2025-02-11,21.81,5,Homework Help,2,Assignment Completed,True,1.9
SESSION04590,Undergraduate,Psychology,2025-01-19,13.51,2,Coding,4,Assignment Completed,True,4.0
SESSION04591,High School,Business,2025-04-10,7.64,2,Studying,1,Confused,True,1.7
SESSION04592,Undergraduate,Computer Science,2024-11-19,16.52,6,Coding,4,Assignment Completed,True,3.2
SESSION04593,Undergraduate,Engineering,2025-03-26,24.48,6,Homework Help,3,Idea Drafted,True,1.8
SESSION04594,Undergraduate,Psychology,2024-09-30,5.05,1,Brainstorming,4,Idea Drafted,True,4.5
SESSION04595,Graduate,History,2024-08-30,1.69,1,Homework Help,3,Assignment Completed,True,3.3
SESSION04596,High School,Biology,2024-10-06,2.38,1,Writing,4,Confused,False,4.1
SESSION04597,High School,Computer Science,2024-08-14,16.07,3,Writing,2,Idea Drafted,True,2.0
SESSION04598,Undergraduate,Engineering,2025-06-10,16.38,3,Studying,2,Assignment Completed,False,2.8
